Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Device,Subject,Activity
0.004671666669,6.998755755166,6.826199616862853,1.5596299363614055,0.07663691789,-0.03441184387,-0.09308509529,phone,user4,ran
0.02473766667,6.7505501687322464,6.749783218309613,1.237197528683211,0.02038530447,-0.03255243972,-0.08595314622,phone,user4,ran
0.04480466666,6.744579040905967,6.724821069501011,1.1934840443046846,-0.04807986692,-0.01438162383,-0.0724131614,phone,user4,ran
0.06487066667,6.9161732750928975,6.78570752641895,1.4172117207572055,-0.05385033786,-0.02923791297,-0.05771348253,phone,user4,ran
0.08493766667,7.203025104619005,6.793941123230846,1.562247691535356,-0.03507953137,-0.05723521486,-0.08822767437,phone,user4,ran
0.1050036667,6.926921100167738,6.764414311757213,1.3886791353037824,-0.06750697643,-0.07441047579,-0.08440497518,phone,user4,ran
0.1250706667,6.870491249460308,6.781366150602482,1.4775021033756914,-0.0862480998,-0.11073111,-0.08458323032,phone,user4,ran
0.1451376667,6.692284742865543,6.805841637692814,1.3866524525128472,-0.09293268621,-0.1260869354,-0.06906493753,phone,user4,ran
0.1652036667,6.626845543785619,6.738876529917925,0.7826036928915838,-0.3091429472,0.1014481857,-0.02165345475,phone,user4,ran
0.1852706667,6.9188693187140435,6.646363442199742,1.9584334813694808,-0.1771836877,0.02878968045,0.007468224969,phone,user4,ran
0.2053366667,7.268345138504261,6.8478473225304235,1.8502455477667807,-0.02243632078,0.003489658935,-0.01955622807,phone,user4,ran
0.2254036667,7.072608198835842,6.841897820289944,1.0474048762449917,-0.08321178705,0.04399863258,-0.0584406592,phone,user4,ran
0.2454696667,6.852729604975184,6.810067894411721,1.415000025012558,-0.06189511344,0.01945906691,-0.05875745416,phone,user4,ran
0.2655366667,6.911820804728696,6.88549465668504,1.6997779519295337,0.01764914952,0.0002865834394,-0.07741223276,phone,user4,ran
0.2856026667,6.887908625674242,6.85963271873748,1.2631651089862461,-0.006436189637,0.009992091917,-0.1015238538,phone,user4,ran
0.3056696667,6.84941891453354,7.007300634273299,1.3435692549975082,-0.03453385085,-0.01893496513,-0.1020814404,phone,user4,ran
0.3257356667,6.8091416327676795,7.2122050872420385,1.2605709893803263,-0.06091727316,-0.08030888438,-0.1096945778,phone,user4,ran
0.3458026667,6.43712203431516,7.386313116817702,1.0283994371752616,-0.1518838555,-0.1689603776,-0.09045039862,phone,user4,ran
0.3658686667,6.315609170586486,7.518191725444461,1.0002189575521454,-0.2784025073,-0.2670982778,-0.07378576696,phone,user4,ran
0.3859356667,6.399171370446328,7.441347928464068,1.0601319836633112,-0.4049320519,-0.3341154158,-0.07645823061,phone,user4,ran
0.4060016667,6.613094658002242,7.148821839286141,1.1591285836836598,-0.5016294718,-0.3588737547,-0.09243880957,phone,user4,ran
0.4260686667,6.789110243227986,6.799054707287338,1.4164803292522052,-0.5244093537,-0.38521415,-0.1178105846,phone,user4,ran
0.4461356667,6.944993648315359,6.501525871388717,1.675296498008173,-0.4667031765,-0.3959767818,-0.1424544156,phone,user4,ran
0.4662016667,7.089272380709673,6.339543925246524,1.7799242299554494,-0.3786437511,-0.3663581014,-0.1533614844,phone,user4,ran
0.4862686667,7.305574500484103,6.25055111950922,2.059004264386724,-0.2497655451,-0.326875329,-0.1508166343,phone,user4,ran
0.5063346667,7.45436842924473,6.325617883626552,2.141057499770967,-0.1405373216,-0.316996187,-0.1505826861,phone,user4,ran
0.5264016667,7.391573945219476,6.472501850069571,1.9707831813202432,-0.09171111882,-0.3107954562,-0.1548947096,phone,user4,ran
0.5464676667,7.321985730001046,6.548076268663328,1.950089557420541,-0.08547121286,-0.3270628154,-0.1635652184,phone,user4,ran
0.5665346667,7.3632992181946575,6.561270155604206,1.9006539039229542,-0.09045938402,-0.3284371197,-0.184771046,phone,user4,ran
0.5866006667,7.439774036220661,6.419757676690238,1.891018168458514,-0.08030518144,-0.2789637446,-0.2178313434,phone,user4,ran
0.6066676667,7.336173273279775,6.3860919659699,1.856833243835642,-0.05206562951,-0.2216194719,-0.2395459861,phone,user4,ran
0.6267336667,6.996853347200031,6.65857626304455,1.7633948719466292,-0.03694205359,-0.204357326,-0.2487251908,phone,user4,ran
0.6468006667,6.525738024993621,7.086241852464468,1.4838098467638787,-0.06315709651,-0.2078223825,-0.2698762417,phone,user4,ran
0.6668666667,6.374532013093885,7.320285132956944,1.3229739101414253,-0.062255878,-0.2120307088,-0.3121837378,phone,user4,ran
0.6869336667,6.370862627203727,7.252044139843815,1.0323091878338482,-0.07532320172,-0.1958331764,-0.3560137153,phone,user4,ran
0.7069996667,6.530462679184334,7.271409023860218,1.081796803840485,-0.06534822285,-0.1553125978,-0.3497982025,phone,user4,ran
0.7270666667,6.853368797331589,7.312633395917925,1.2527444115515023,-0.0203098543,-0.1065786034,-0.2891604602,phone,user4,ran
0.7471336667,6.747820436641881,7.1958918616910195,1.2738324983202431,0.0004373320844,-0.09720718861,-0.1879275739,phone,user4,ran
0.7671996667,6.545834563204515,7.222481556991927,1.2175182848781292,0.01098939031,-0.1097244173,-0.09081078321,phone,user4,ran
0.7872666667,6.391466795029503,7.174338282092196,0.9083871131129774,-0.02908596955,-0.1830940247,-0.02558272332,phone,user4,ran
0.8073326667,6.3046598738893715,7.062823711306323,0.8709390373153096,-0.04543391988,-0.2297754139,0.00752346823,phone,user4,ran
